Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Ball Valve, Long Pattern, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 6"" ND, 150 LB, RF, ASME B16.10, 15 1/2"" LG, ASTM A216 GR WPB, HAND LEVER, H=7"", W=10 1/2""",Ball Valve,CS150,"6""",6-P-1012,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,6,8254.682283,2453.876255,784.584498,150,,New,,,,,,,,?-?,,SHOP,,24970,,6.625,,,,,,,,,,787.896998,781.271998,15.5,Inline,Continuous,Ball,False,,Manual,HandLever,7,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1011,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8185.275465,2001,47.168768,150,,New,,,,,,,P,?-?,,SHOP,,25076,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND LEVER, H=5 69/100"", W=10 1/2""",Ball Valve,CS300,"4""",6-P-1012,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,4,8278.75,2449.632468,751.885498,300,,New,,,,,,,,?-?,,SHOP,,25088,,4.5,,,,,,,,,,754.135498,749.635498,12,Inline,Continuous,Ball,False,,Manual,HandLever,5.69,10.5,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1041,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,7858,1086.546,69.131313,150,,New,,,,,,,,?-?,,SHOP,,25187,,3.5,,,,,,,,,,70.881313,67.381313,8,Inline,Continuous,Globe,False,,Manual,HandWheel,18.75,11.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1008,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,8377.5,1019.5,26.3445,300,,New,,,,,,,P,?-?,,SHOP,,25316,,4.5,,,,,,,,,,28.5945,24.0945,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1015,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8176.655529,3074,12,300,,New,,,,,,,,?-?,,SHOP,,25396,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1055,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,7858,379.3602,23.5,150,,New,,,,,,,P,?-?,,SHOP,,25511,,3.5,,,,,,,,,,25.25,21.75,8,Inline,Continuous,Globe,False,,Manual,Cone,20,11.75,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 150 LB, FPT, ASME B16.10, 4 1/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"1/2""",6-P-1011,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8185.275465,2044.283,15.125,150,,New,,,,,,,P,?-?,,SHOP,,25513,,0.84,,,,,,,,,,15.545,14.705,4.25,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1057,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7632.41365,1000,315.025496,300,,New,,,,,,,,?-?,,SHOP,,25555,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB, HAND WHEEL, H=23 1/2"", W=15 3/4""",Globe Valve,CS300,"4""",6-P-1031,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,4,8026.941125,741.000326,339.753412,300,,New,,,,,,,,?-?,,SHOP,,25564,,4.5,,,,,,,,,,342.003412,337.503412,14,Inline,Continuous,Globe,False,,Manual,HandWheel,23.5,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1043,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8208.344488,534.632468,207.08875,300,,New,,,,,,,,?-?,,SHOP,,25577,,1.05,,,,,,,,,,207.61375,206.56375,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1028,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7667.000005,628.0255,29.4745,300,,New,,,,,,,,?-?,,SHOP,,25605,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1031,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1287.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,25621,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1055,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,409.161619,47.168768,150,,New,,,,,,,P,?-?,,SHOP,,25804,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=20 1/4"", W=11 3/4""",Globe Valve,CS300,"3""",6-P-1057,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,3,7578.8345,981.88,315.025496,300,,New,,,,,,,,?-?,,SHOP,,25859,,3.5,,,,,,,,,,316.775496,313.275496,12.5,Inline,Continuous,Globe,False,,Manual,HandWheel,20.25,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",P1003,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8375.000005,504.0255,29.4745,300,,New,,,,,,,,?-?,,SHOP,,25996,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1030,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8213.630213,1359.04648,38.123478,300,,New,,,,,,,,?-?,,SHOP,,26043,,0.84,,,,,,,,,,38.543478,37.703478,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1051,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7669.5,851,26.3445,300,,New,,,,,,,,?-?,,SHOP,,26138,,4.5,,,,,,,,,,28.5945,24.0945,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1038,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7746.391598,2635.236458,49.481,300,,New,,,,,,,,?-?,,SHOP,,26159,,4.5,,,,,,,,,,51.731,47.231,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1049,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,7992.594499,1099.713647,495.047941,300,,New,,,,,,,,?-?,,SHOP,,26357,,1.05,,,,,,,,,,495.572941,494.522941,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1057,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7578.7145,1000,315.025496,300,,New,,,,,,,,?-?,,SHOP,,26402,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=20 1/4"", W=11 3/4""",Globe Valve,CS300,"3""",6-P-1026,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,3,7440.8345,408.62,173.974497,300,,New,,,,,,,,?-?,,SHOP,,26445,,3.5,,,,,,,,,,175.724497,172.224497,12.5,Inline,Continuous,Globe,False,,Manual,HandWheel,20.25,11.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"3""",6-P-1041,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,3,7669.5,1036.9375,38.679,300,,New,,,,,,,,?-?,,SHOP,,26562,,3.5,,,,,,,,,,40.429,36.929,12.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1055,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,7858,379.138877,69.131313,150,,New,,,,,,,P,?-?,,SHOP,,26574,,3.5,,,,,,,,,,70.881313,67.381313,8,Inline,Continuous,Globe,False,,Manual,HandWheel,18.75,11.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1058,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,7369,742.9055,12,300,,New,,,,,,,,?-?,,SHOP,,26576,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1033,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8068.0198,1026.362,31.265545,300,,New,,,,,,,,?-?,,SHOP,,26653,,4.5,,,,,,,,,,33.515545,29.015545,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1015,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7570.419172,1694.709371,48.474452,300,,New,,,,,,,,?-?,,SHOP,,26662,,8.625,,,,,,,,,,52.786952,44.161952,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1060,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7358.275505,395.5,27.7245,300,,New,,,,,,,,?-?,,SHOP,,26698,,6.625,,,,,,,,,,31.037,24.412,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,747.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,26717,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1107.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,26760,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,867.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,26790,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1011,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,8185.275465,2007.7025,69.131313,150,,New,,,,,,,P,?-?,,SHOP,,26865,,3.5,,,,,,,,,,70.881313,67.381313,8,Inline,Continuous,Globe,False,,Manual,HandWheel,18.75,11.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,867.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,26913,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1053,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7378.500005,487.516266,26.3445,300,,New,,,,,,,P,?-?,,SHOP,,26975,,4.5,,,,,,,,,,28.5945,24.0945,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"PRESSURE RELIEF VALVE, SPRING LOADED, N, RF, API 526",API 526,,,,"PRESSURE RELIEF VALVE, SPRING LOADED, 4"" N 6"", 300-150 LB, RF, API 526","Pressure Relief Valve, Spring Loaded",CS300,"4""x6""",6-P-1020,N,"TYPE=INSTRUMENT-ANGLE,SKEY=RAFL",,FL,,RF,,,in,4,7740,2280,298.001927,300,,New,,,,,,,,?-?,,SHOP,,26989,,4.5,,,,,,,,,,300.251927,295.751927,,Angle,PressureRelief,Relief,True,False,,,,,False,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1045,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,8375.000005,549.0945,12,300,,New,,,,,,,,?-?,,SHOP,,27037,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Ball Valve, Long Pattern, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 6"" ND, 150 LB, RF, ASME B16.10, 15 1/2"" LG, ASTM A216 GR WPB, HAND LEVER, H=7"", W=10 1/2""",Ball Valve,CS150,"6""",6-P-1005,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,6,8252.915036,2026.834964,1000.678998,150,,New,,,,,,,P,?-?,,SHOP,,27080,,6.625,,,,,,,,,,1003.991498,997.366498,15.5,Inline,Continuous,Ball,False,,Manual,HandLever,7,10.5,,,,,,
,"PRESSURE RELIEF VALVE, SPRING LOADED, N, RF, API 526",API 526,,,,"PRESSURE RELIEF VALVE, SPRING LOADED, 4"" N 6"", 300-150 LB, RF, API 526","Pressure Relief Valve, Spring Loaded",CS300,"4""x6""",6-P-1012,N,"TYPE=INSTRUMENT-ANGLE,SKEY=RAFL",,FL,,RF,,,in,4,8278.75,2449.632468,784.584498,300,,New,,,,,,,,?-?,,SHOP,,27153,,4.5,,,,,,,,,,786.834498,782.334498,,Angle,PressureRelief,Relief,True,False,,,,,False,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,927.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,27181,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 150 LB, RF, ASME B16.10, 11 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=42"", W=19 1/2""",Gate Valve,CS150,"8""",6-P-1036,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8241.444698,3321.5,14.467999,150,,New,,,,,,,,?-?,,SHOP,,27184,,8.625,,,,,,,,,,18.780499,10.155499,11.5,Inline,Continuous,Gate,False,,Manual,HandWheel,42,19.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1035,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8203.035503,2395.62735,15.0585,300,,New,,,,,,,,?-?,,SHOP,,27194,,1.05,,,,,,,,,,15.5835,14.5335,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
